cod_infracao;des_infracao;des_abreviada;enquadramento;valor;qtd_pontos;tip_medicao;responsavel;fracao;valor_adicional;dat_fimvigencia;dat_iniciovigencia;fk_id_observacao_infracao
"63860";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao ultrapassar ciclista                                                                                                                                                                                                                                                                                               ";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do";"220 XIII";127.69;5;(null);"C";(null);(null);(null);(null);(null)
"63940";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas proximidades de escola, hospitais, estações de embarque e desembarque de passageiros ou onde haja intensa movimentação de pedestres                                                                                                                                                                               ";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do";"220 XIV";191.54;7;(null);"C";(null);(null);"2008-02-15";(null);(null)
"63941";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas proximidades de escola                                                                                                                                                                                                                                                                                            ";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do";"220 XIV";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"63942";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas proximidades de hospitais                                                                                                                                                                                                                                                                                         ";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do";"220 XIV";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"63943";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas proximidades de estações de embarque e desembarque de passageiros                                                                                                                                                                                                                                                 ";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do";"220 XIV";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"63944";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito onde haja intensa movimentação de pedestres                                                                                                                                                                                                                                                                           ";"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do";"220 XIV";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"64080";"Portar no veículo, placas de identificação em desacordo com as especificações e modelos estabelecidos pelo CONTRAN                                                                                                                                                                                                                                                                                              ";"Portar no veículo, placas de identificação em desacordo com as especificações e ";"221";85.13;4;(null);"P";(null);(null);(null);(null);(null)
"64161";"Colocar, em veículo próprio, placas de identificação não autorizadas pela regulamentação do CONTRAN                                                                                                                                                                                                                                                                                                             ";"Colocar, em veículo próprio, placas de identificação não autorizadas pela regula";"221§ único";85.13;4;(null);"P";(null);(null);"2008-02-15";(null);(null)
"64162";"Colocar, em veículo de terceiros, placas de identificação não autorizadas pela regulamentação do CONTRAN                                                                                                                                                                                                                                                                                                        ";"Colocar, em veículo de terceiros, placas de identificação não autorizadas pela r";"221§ único";85.13;4;(null);"I";(null);(null);"2008-02-15";(null);(null)
"64240";"Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação vermelha intermitente dos veículos de Polícia, de socorro de incêndio e salvamento, de fiscalização de trânsito e das ambulâncias, ainda que parados                                                                                                                                                               ";"Deixar de manter ligado, nas situações de atendimento de emergência, o sistema d";"222";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"64320";"Transitar com farol desregulado ou com facho de luz alta de forma a perturbar  a visão de outro condutor                                                                                                                                                                                                                                                                                                        ";"Transitar com farol desregulado ou com facho de luz alta de forma a perturbar  a";"223";127.69;5;(null);"C";(null);(null);"2008-02-15";(null);(null)
"64321";"Transitar com farol desregulado de forma a perturbar  a visão de outro condutor                                                                                                                                                                                                                                                                                                                                 ";"Transitar com farol desregulado de forma a perturbar  a visão de outro condutor";"223";127.69;5;(null);"C";(null);(null);(null);(null);(null)
"64322";"Transitar com facho de luz alta de forma a perturbar a visão de outro condutor                                                                                                                                                                                                                                                                                                                                  ";"Transitar com facho de luz alta de forma a perturbar a visão de outro condutor";"223";127.69;5;(null);"C";(null);(null);(null);(null);(null)
"64400";"Fazer uso do facho de luz alta dos faróis em vias providas de iluminação pública                                                                                                                                                                                                                                                                                                                                ";"Fazer uso do facho de luz alta dos faróis em vias providas de iluminação pública";"224";53.20;3;(null);"C";(null);(null);(null);(null);(null)
"64590";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, não manter acesas as luzes externas ou omitir-se a providências necessárias para tornar visível o local, quando tiver de remover o veículo da pista de rolamento ou permanecer no acostamento                                                                                                                                   ";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, ";"225 I";127.69;5;(null);"C";(null);(null);"2008-02-15";(null);(null)
"64591";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, não manter acesas as luzes externas ou omitir-se a providências necessárias para tornar visível o local, quando tiver de remover o veículo da pista de rolamento                                                                                                                                                                ";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, ";"225 I";127.69;5;(null);"C";(null);(null);(null);(null);(null)
"66533";"Conduzir o veículo com o silenciador do motor de explosão, deficiente ou inoperante                                                                                                                                                                                                                                                                                                                             ";"Conduzir o veículo com o silenciador do motor de explosão, d";"230 XI";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"64592";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, não manter acesas as luzes externas ou omitir-se a providências necessárias para tornar visível o local, quando tiver de  permanecer no acostamento                                                                                                                                                                             ";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, ";"225 I";127.69;5;(null);"C";(null);(null);(null);(null);(null)
"66611";"Conduzir o veículo com equipamento proibido                                                                                                                                                                                                                                                                                                                                                                     ";"Conduzir o veículo com equipamento proibido";"230 XII";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"66612";"Conduzir o veículo com acessório proibido                                                                                                                                                                                                                                                                                                                                                                       ";"Conduzir o veículo com acessório proibido";"230 XII";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"64670";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, não manter acesas as luzes externas ou omitir-se a providências necessárias para tornar visível o local, quando a carga for derramada sobre a via e não puder ser retirada imediatamente                                                                                                                                        ";"Deixar de sinalizar a via, de forma a prevenir os demais condutores e, à noite, ";"225 II";127.69;5;(null);"C";(null);(null);(null);(null);(null)
"64750";"Deixar de retirar todo e qualquer objeto que tenha sido utilizado para sinalização temporária da via                                                                                                                                                                                                                                                                                                            ";"Deixar de retirar todo e qualquer objeto que tenha sido utilizado para sinalizaç";"226";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"64830";"Usar buzina em situação que não a de simples toque breve como advertência ao pedestre ou a condutores de outros veículos                                                                                                                                                                                                                                                                                        ";"Usar buzina em situação que não a de simples toque breve como advertência ao ped";"227 I";53.20;3;(null);"C";(null);(null);(null);(null);(null)
"64910";"Usar buzina prolongada e sucessivamente a qualquer pretexto                                                                                                                                                                                                                                                                                                                                                     ";"Usar buzina prolongada e sucessivamente a qualquer pretexto";"227 II";53.20;3;(null);"C";(null);(null);(null);(null);(null)
"65050";"Usar buzina entre as vinte e duas e às seis horas                                                                                                                                                                                                                                                                                                                                                               ";"Usar buzina entre as vinte e duas e às seis horas";"227 III";53.20;3;(null);"C";(null);(null);(null);(null);(null)
"65130";"Usar buzina em locais e horários proibidos pela sinalização                                                                                                                                                                                                                                                                                                                                                     ";"Usar buzina em locais e horários proibidos pela sinalização";"227 IV";53.20;3;(null);"C";(null);(null);(null);(null);(null)
"65210";"Usar buzina em desacordo com os padrões e freqüências estabelecidas pelo CONTRAN                                                                                                                                                                                                                                                                                                                                ";"Usar buzina em desacordo com os padrões e frequências estabelecidas pelo CONTRAN";"227 V";53.20;3;(null);"P";(null);(null);(null);(null);(null)
"65300";"Usar no veículo equipamento com som em volume ou freqüência que não sejam autorizadas pelo CONTRAN                                                                                                                                                                                                                                                                                                              ";"Usar no veículo equipamento com som em volume ou frequência que não sejam autori";"228";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"67181";"Conduzir o veículo com cortinas fechadas, não autorizadas pela legislação                                                                                                                                                                                                                                                                                                                                       ";"Conduzir o veículo com cortinas fechadas, não autorizadas pe";"230 XVII";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"67182";"Conduzir o veículo com persianas fechadas, não autorizadas pela legislação                                                                                                                                                                                                                                                                                                                                      ";"Conduzir o veículo com persianas fechadas, não autorizadas p";"230 XVII";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"65480";"Usar indevidamente no veículo aparelho de alarme ou que produza sons e ruído que perturbe o sossego público, em desacordo com normas fixadas pelo CONTRAN                                                                                                                                                                                                                                                       ";"Usar indevidamente no veículo aparelho de alarme ou que produza sons e ruído que";"229";85.13;4;(null);"P";(null);(null);"2008-02-15";(null);(null)
"65481";"Usar indevidamente no veículo aparelho de alarme que perturbe o sossego público, em desacordo com normas fixadas pelo CONTRAN                                                                                                                                                                                                                                                                                   ";"Usar indevidamente no veículo aparelho de alarme que perturbe o sossego público,";"229";85.13;4;(null);"P";(null);(null);(null);(null);(null)
"65482";"Usar indevidamente no veículo aparelho que produza sons e ruído que perturbe o sossego público, em desacordo com normas fixadas pelo CONTRAN                                                                                                                                                                                                                                                                    ";"Usar indevidamente no veículo aparelho que produza sons e ruído que perturbe o s";"229";85.13;4;(null);"P";(null);(null);(null);(null);(null)
"65560";"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação de veículo violado ou falsificado                                                                                                                                                                                                                                                            ";"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualqu";"230 I";191.54;7;(null);"P";(null);(null);"2008-02-15";(null);(null)
"65561";"Conduzir o veículo com o lacre de identificação violado ou falsificado                                                                                                                                                                                                                                                                                                                                          ";"Conduzir o veículo com o lacre de identificação violado ou falsificado";"230 I";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"65562";"Conduzir o veículo com a inscrição do chassi violado ou falsificado                                                                                                                                                                                                                                                                                                                                             ";"Conduzir o veículo com a inscrição do chassi violado ou falsificado";"230 I";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"65563";"Conduzir o veículo com o selo violado ou falsificado                                                                                                                                                                                                                                                                                                                                                            ";"Conduzir o veículo com o selo violado ou falsificado";"230 I";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"65564";"Conduzir o veículo com a placa violado ou falsificado                                                                                                                                                                                                                                                                                                                                                           ";"Conduzir o veículo com a placa violado ou falsificado";"230 I";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"65565";"Conduzir o veículo com qualquer outro elemento de identificação do veículo violado ou falsificado                                                                                                                                                                                                                                                                                                               ";"Conduzir o veículo com qualquer outro elemento de identificação do veículo viola";"230 I";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"65640";"Conduzir o veículo transportando passageiros em compartimento de carga, salvo por motivo de força maior com permissão da autoridade competente e na forma estabelecida pelo CONTRAN                                                                                                                                                                                                                             ";"Conduzir o veículo transportando passageiros em compartimento de carga, salvo po";"230 II";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"65720";"Conduzir o veículo com dispositivo anti-radar                                                                                                                                                                                                                                                                                                                                                                   ";"Conduzir o veículo com dispositivo anti-radar";"230 III";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"67931";"Transitar com o veículo derramando sobre a via combustível que esteja utilizando                                                                                                                                                                                                                                                                                                                                ";"Transitar com o veículo derramando sobre a via combustível q";"231 II b";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"67932";"Transitar com o veículo lançando sobre a via combustível que esteja utilizando                                                                                                                                                                                                                                                                                                                                  ";"Transitar com o veículo lançando sobre a via combustível que";"231 II b";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"67933";"Transitar com o veículo arrastando sobre a via combustível que esteja utilizando                                                                                                                                                                                                                                                                                                                                ";"Transitar com o veículo arrastando sobre a via combustível q";"231 II b";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"67934";"Transitar com o veículo derramando sobre a via lubrificante que esteja utilizando                                                                                                                                                                                                                                                                                                                               ";"Transitar com o veículo derramando sobre a via lubrificante ";"231 II b";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"67935";"Transitar com o veículo lançando sobre a via lubrificante que esteja utilizando                                                                                                                                                                                                                                                                                                                                 ";"Transitar com o veículo lançando sobre a via lubrificante qu";"231 II b";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"67936";"Transitar com o veículo arrastando sobre a via lubrificante que esteja utilizando                                                                                                                                                                                                                                                                                                                               ";"Transitar com o veículo arrastando sobre a via lubrificante ";"231 II b";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"65800";"Conduzir o veículo sem qualquer uma das placas de identificação                                                                                                                                                                                                                                                                                                                                                 ";"Conduzir o veículo sem qualquer uma das placas de identificação";"230 IV";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"68071";"Transitar com o veículo derramando qualquer objeto que possa acarretar risco de acidente                                                                                                                                                                                                                                                                                                                        ";"Transitar com o veículo derramando qualquer objeto que possa";"231 II c";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"68072";"Transitar com o veículo lançando qualquer objeto que possa acarretar risco de acidente                                                                                                                                                                                                                                                                                                                          ";"Transitar com o veículo lançando qualquer objeto que possa a";"231 II c";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"68073";"Transitar com o veículo arrastando qualquer objeto que possa acarretar risco de acidente                                                                                                                                                                                                                                                                                                                        ";"Transitar com o veículo arrastando qualquer objeto que possa";"231 II c";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"65990";"Conduzir o veículo que não esteja registrado e devidamente licenciado                                                                                                                                                                                                                                                                                                                                           ";"Conduzir o veículo que não esteja registrado e devidamente licenciado";"230 V";191.54;7;(null);"P";(null);(null);"2008-02-15";(null);(null)
"68151";"Transitar com o veículo produzindo fumaça em níveis superiores aos fixados pelo CONTRAN                                                                                                                                                                                                                                                                                                                         ";"Transitar com o veículo produzindo fumaça em níveis superior";"231 III";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"68152";"Transitar com o veículo produzindo gases em níveis superiores aos fixados pelo CONTRAN                                                                                                                                                                                                                                                                                                                          ";"Transitar com o veículo produzindo gases em níveis superiore";"231 III";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"68153";"Transitar com o veículo produzindo partículas em níveis superiores aos fixados pelo CONTRAN                                                                                                                                                                                                                                                                                                                     ";"Transitar com o veículo produzindo partículas em níveis supe";"231 III";127.69;5;(null);"P";(null);(null);"2005-10-24";(null);(null)
"68230";"Transitar com o veículo com suas dimensões ou de sua carga superiores aos limites estabelecidos legalmente ou pela sinalização, sem autorização                                                                                                                                                                                                                                                                 ";"Transitar com o veículo com suas dimensões ou de sua carga s";"231 IV";127.69;5;"D";"P";(null);(null);"2005-10-24";(null);(null)
"66020";"Conduzir o veículo com qualquer uma das placas de identificação, sem condições de legibilidade e visibilidade                                                                                                                                                                                                                                                                                                   ";"Conduzir o veículo com qualquer uma das placas de identificação, sem condições d";"230 VI";191.54;7;(null);"P";(null);(null);(null);(null);(null)
"66100";"Conduzir o veículo com cor ou característica alterada                                                                                                                                                                                                                                                                                                                                                           ";"Conduzir o veículo com cor ou característica alterada";"230 VII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66101";"Conduzir o veículo com a cor alterada                                                                                                                                                                                                                                                                                                                                                                           ";"Conduzir o veículo com a cor alterada";"230 VII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66102";"Conduzir o veículo com a característica alterada                                                                                                                                                                                                                                                                                                                                                                ";"Conduzir o veículo com a característica alterada";"230 VII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66290";"Conduzir o veículo, sem ter sido submetido a inspeção de segurança veicular, quando obrigatória                                                                                                                                                                                                                                                                                                                 ";"Conduzir o veículo, sem ter sido submetido a inspeção de segurança veicular, qua";"230 VIII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66370";"Conduzir o veículo sem equipamento obrigatório ou estando este ineficiente ou inoperante                                                                                                                                                                                                                                                                                                                        ";"Conduzir o veículo sem equipamento obrigatório ou estando este ineficiente ou in";"230 IX";127.69;5;(null);"P";(null);(null);"2008-02-15";(null);(null)
"66371";"Conduzir o veículo sem equipamento obrigatório                                                                                                                                                                                                                                                                                                                                                                  ";"Conduzir o veículo sem equipamento obrigatório";"230 IX";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66372";"Conduzir o veículo com equipamento obrigatório ineficiente ou inoperante                                                                                                                                                                                                                                                                                                                                        ";"Conduzir o veículo com equipamento obrigatório ineficiente ou inoperante";"230 IX";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66450";"Conduzir o veículo com o equipamento obrigatório em desacordo com o estabelecido pelo CONTRAN                                                                                                                                                                                                                                                                                                                   ";"Conduzir o veículo com o equipamento obrigatório em desacordo com o estabelecido";"230 X";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66530";"Conduzir o veículo com descarga livre ou silenciador de motor de explosão defeituoso, deficiente ou inoperante                                                                                                                                                                                                                                                                                                  ";"Conduzir o veículo com descarga livre ou silenciador de motor de explosão defeit";"230 XI";127.69;5;(null);"P";(null);(null);"2008-02-15";(null);(null)
"66531";"Conduzir o veículo com descarga livre                                                                                                                                                                                                                                                                                                                                                                           ";"Conduzir o veículo com descarga livre";"230 XI";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66532";"Conduzir o veículo com o silenciador do motor de explosão defeituoso, deficiente ou inoperante                                                                                                                                                                                                                                                                                                                  ";"Conduzir o veículo com o silenciador do motor de explosão defeituoso, deficiente";"230 XI";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66610";"Conduzir o veículo com equipamento ou acessório proibido                                                                                                                                                                                                                                                                                                                                                        ";"Conduzir o veículo com equipamento ou acessório proibido";"230 XII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66700";"Conduzir o veículo com o equipamento do sistema de iluminação e de sinalização alterados                                                                                                                                                                                                                                                                                                                        ";"Conduzir o veículo com o equipamento do sistema de iluminação e de sinalização a";"230 XIII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66880";"Conduzir o veículo com registrador instantâneo de velocidade  e tempo viciado ou defeituoso, quando houver exigência desse aparelho                                                                                                                                                                                                                                                                             ";"Conduzir o veículo com registrador instantâneo de velocidade  e tempo viciado ou";"230 XIV";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66960";"Conduzir o veículo com inscrições, adesivos, legendas e símbolos de caráter publicitário afixados ou pintados no pára-brisa e em toda a extensão da parte traseira do veículo, excetuadas as hipóteses previstas no CTB                                                                                                                                                                                         ";"Conduzir o veículo com inscrições, adesivos, legendas e símbolos de caráter publ";"230 XV";127.69;5;(null);"P";(null);(null);"2008-02-15";(null);(null)
"66961";"Conduzir o veículo com inscrições, adesivos, legendas e símbolos de caráter publicitário afixados no pára-brisa e em toda a extensão da parte traseira do veículo, excetuadas as hipóteses previstas no CTB                                                                                                                                                                                                     ";"Conduzir o veículo com inscrições, adesivos, legendas e símbolos de caráter publ";"230 XV";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"66962";"Conduzir o veículo com inscrições, adesivos, legendas e símbolos de caráter publicitário pintados no pára-brisa e em toda a extensão da parte traseira do veículo, excetuadas as hipóteses previstas no CTB                                                                                                                                                                                                     ";"Conduzir o veículo com inscrições, adesivos, legendas e símbolos de caráter publ";"230 XV";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"69390";"Falsificar ou adulterar documento de habilitação e de identificação do veículo                                                                                                                                                                                                                                                                                                                                  ";"Falsificar ou adulterar documento de habilitação e de identi";"234";191.54;7;"";"P";(null);(null);"2005-10-24";(null);(null)
"67000";"Conduzir o veiculo com vidros total ou parcialmente cobertos por películas refletivas ou não, painéis decorativos ou pinturas                                                                                                                                                                                                                                                                                   ";"Conduzir o veiculo com vidros total ou parcialmente cobertos por películas refle";"230 XVI";127.69;5;(null);"P";(null);(null);"2008-02-15";(null);(null)
"67001";"Conduzir o veiculo com vidros total ou parcialmente  cobertos por películas refletivas ou não                                                                                                                                                                                                                                                                                                                   ";"Conduzir o veiculo com vidros total ou parcialmente  cobertos por películas refl";"230 XVI";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"67002";"Conduzir o veiculo com vidros  total  ou  parcialmente cobertos por  painéis decorativos ou pinturas                                                                                                                                                                                                                                                                                                            ";"Conduzir o veiculo com vidros  total  ou  parcialmente cobertos por  painéis dec";"230 XVI";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"67180";"Conduzir o veículo com cortinas ou persianas fechadas, não autorizadas pela legislação                                                                                                                                                                                                                                                                                                                          ";"Conduzir o veículo com cortinas ou persianas fechadas, não autorizadas pela legi";"230 XVII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"67260";"Conduzir o veículo em mau estado de conservação, comprometendo a segurança ou reprovado na avaliação de segurança e de emissão de poluentes e ruído                                                                                                                                                                                                                                                             ";"Conduzir o veículo em mau estado de conservação, comprometendo a segurança ou re";"230 XVIII";127.69;5;(null);"P";(null);(null);"2008-02-15";(null);(null)
"67261";"Conduzir o veículo em mau estado de conservação, comprometendo a segurança                                                                                                                                                                                                                                                                                                                                      ";"Conduzir o veículo em mau estado de conservação, comprometendo a segurança";"230 XVIII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"67262";"Conduzir o veículo reprovado na avaliação de inspeção de segurança                                                                                                                                                                                                                                                                                                                                              ";"Conduzir o veículo reprovado na avaliação de inspeção de segurança";"230 XVIII";127.69;5;(null);"P";(null);(null);(null);(null);(null)
